Match Score (%),Recommendation,Title,Company,Company Type,Modality,Salary,Salary Type,Interview Difficulty (0-100),Location,Has Full JD,Pros,Cons / Risks,AI Reasoning,URL,Posted,Scanned At
45,REJECT,"Programador/a Backend Java, Spring Boot, Postgr con Inglés",HeyClue,Startup,Remote,"35,000€",Estimated,65,Madrid (Remote),No,• Java and Spring Boot stack,"• Spanish startup, likely offering salaries below the 40k-45k threshold",Spanish startup which typically offers lower compensation packages than desired.,N/A,2 weeks ago,2026-08-14T19:38:09.957Z
45,REJECT,Software Engineer - FinTech (Remote),Quik Hire Staffing,Consulting,Remote,"45,000€",Estimated,75,United Arab Emirates (Remote),No,• FinTech domain,"• Staffing/Consulting agency
• Location UAE remote, which is outside target regions","This is a staffing agency role located in UAE, which violates the consulting red flag and geographic preferences.",N/A,12 hours ago,2026-08-14T19:36:32.631Z
45,REJECT,Software Engineer -  Applications,DeepJudge,Startup,On-site,"120,000 CHF",Estimated,50,Zurich (On-site),No,• Swiss AI startup,"• Strict on-site presence in Zurich
• Missing exact stack details",On-site requirement in Zurich conflicts with remote preferences.,N/A,4 months ago,2026-08-14T19:40:28.552Z
45,REJECT,Java Software Engineer 100%,Fincons Group,Consulting,Hybrid,"95,000 CHF",Estimated,65,"Bern, Berne, Switzerland",Yes,• Java development in Switzerland,"• Fincons is an IT consulting firm
• Requires C1/C2 German language
• Web-UI/frontend tasks mentioned",IT consulting position in Switzerland requiring strong German skills and frontend UI integration tasks.,https://www.linkedin.com/jobs/view/4422927520/,2 months ago,2026-08-14T19:39:57.361Z
40,REJECT,Java Developer,Coody,Startup,,"42,000€",Estimated,65,Stockholm,No,• Java role,"• Stockholm location without remote confirmation
• No JD provided",Incomplete information and location mismatch.,N/A,2 months ago,2026-08-14T19:38:09.957Z
40,REJECT,Graduate Software Engineer,Sonar,Scaleup,On-site,"95,000 CHF",Estimated,70,Geneva (On-site),No,• Renowned product company for code quality,"• Graduate/Junior level is a step down for someone with 3.5 years experience
• On-site in Geneva",A graduate position is too junior for a Semisenior engineer with 3.5 years of experience.,N/A,1 month ago,2026-08-14T19:40:28.552Z
40,REJECT,Software Engineer,Proton,Scaleup,On-site,"125,000 CHF",Estimated,30,"Zurich, Zurich, Switzerland",Yes,• Top product company in Switzerland,"• Requires C++ and Chromium browser engineering experience
• On-site requirement","Browser engineering role focusing on C++ and Chromium, completely outside the Java backend stack.",https://www.linkedin.com/jobs/view/4444579888/,2 weeks ago,2026-08-14T19:40:07.122Z
40,REJECT,Intermediate Java Software Engineer,Version 1,Consulting,On-site,"42,000€",Estimated,70,"Belfast, Northern Ireland, United Kingdom",Yes,• Intermediate level matches experience,"• On-site modality in Belfast
• IT consultancy company profile","It is an on-site consultancy role in Northern Ireland, directly contradicting remote and company-type preferences.",https://www.linkedin.com/jobs/view/4170834760/,Reposted 2 weeks ago,2026-08-14T19:38:35.185Z
40,REJECT,Senior Java Software Engineer 80 - 100%,Fincons Group,Consulting,,"110,000 CHF",Estimated,50,Bern,No,• Java experience in Switzerland,"• IT consultancy firm
• Senior level requirement","Consulting firm in Switzerland looking for a senior profile, violating multiple candidate constraints.",N/A,1 month ago,2026-08-14T19:40:28.552Z
40,REJECT,Ingeniero/a de software (Java) - 100% remote,Plexus Tech,Consulting,Remote,"36,000€",Estimated,80,Spain (Remote),No,• Remote from Spain,"• Spanish IT consultancy
• Salary below expectations",Spanish consulting firm with low salary range.,N/A,4 days ago,2026-08-14T19:38:43.006Z
40,REJECT,"Java Mid/Senior Developer - 100% Remoto, España",UST España & Latam,Consulting,Remote,"38,000€",Estimated,80,Spain (Remote),No,"• Mid/Senior level matches experience
• Remote in Spain","• Consultancy firm based in Spain
• Salary likely below 40k€","IT consultancy in Spain with sub-optimal salary range, matching candidate red flags.",N/A,1 day ago,2026-08-14T19:38:43.006Z
40,REJECT,Middle Java Software Engineer (On-Call),SoftServe,Consulting,Remote,"40,000€",Estimated,65,Poland,Yes,• Middle Java position,"• IT outsourcing/consulting company
• Mandatory 24/7 on-call support rotation","Outsourcing consultancy with on-call support burden, violating consulting and lifestyle preferences.",https://www.linkedin.com/jobs/view/4445135450/,2 weeks ago,2026-08-14T19:37:46.257Z
40,REJECT,Senior Java Software Engineer,Morson Edge,Consulting,Remote,"55,000€",Estimated,75,United Kingdom (Remote),No,• Good salary,"• Recruitment/consulting agency
• UK residency restriction","Agency/consulting role restricted to the UK, conflicting with location rules.",N/A,1 day ago,2026-08-14T19:37:29.329Z
40,REJECT,Senior Java Developer,emagine,Consulting,Remote,"45,000€",Estimated,70,Portugal (Remote),No,• Remote setup,"• Consulting/contracting agency
• Portugal location restriction",Consultancy and location mismatch.,N/A,1 day ago,2026-08-14T19:38:09.957Z
40,REJECT,Java Developer,Ryanair - Europe's Favourite Airline,Scaleup,,"42,000€",Estimated,65,Lisboa,No,• Major European brand,"• Location is Lisbon without remote indication
• No detailed JD provided","Modality is unclear and located in Portugal without clear remote status, which violates candidate constraints.",N/A,2 months ago,2026-08-14T19:36:32.631Z
40,REJECT,Backend Developer,Expleo Group,Consulting,Hybrid,"100,000 CHF",Estimated,60,"Bern, Berne, Switzerland",Yes,• Java and Spring Boot stack,"• Expleo is a consultancy
• Requires German language (C1)
• Hybrid in Bern","Consulting role in Switzerland requiring C1 German proficiency, which violates language and company type preferences.",https://www.linkedin.com/jobs/view/4404826697/,Reposted 6 days ago,2026-08-14T19:39:53.146Z
40,REJECT,Senior Backend Engineer Java (80-100%),albedis,Consulting,Hybrid,"90,000 CHF",Estimated,50,"Lucerne, Switzerland (Hybrid)",No,• Java backend focus,"• Consulting/Agency company type
• Senior title requirement
• Hybrid requirement in Lucerne","This role is with a consulting firm and targets senior profiles, which goes against the candidate's preferences.",N/A,1 week ago,2026-08-14T19:40:28.552Z
40,REJECT,Développeur Java,CLEEVEN,Consulting,On-site,"85,000 CHF",Estimated,50,"Basel, Switzerland (On-site)",No,• Java development in Switzerland,"• Cleeven is a consulting firm / consultancy
• On-site in Basel",Consultancy company type and on-site requirement make this a rejection.,N/A,1 week ago,2026-08-14T19:41:26.711Z
40,REJECT,Staff Software Engineer,Ripple,Scaleup,Hybrid,"130,000 CHF",Estimated,40,Geneva (Hybrid),No,• Global crypto/tech scaleup in Switzerland,"• Staff level requires significantly more than 3.5 years experience
• Hybrid model in Geneva",Staff Software Engineer is far too senior for a candidate with 3.5 years of experience.,N/A,2 weeks ago,2026-08-14T19:40:28.553Z
40,REJECT,Senior Back end Developer,Cerved,SME,Hybrid,"60,000 €",Estimated,55,Morbio Inferiore (Hybrid),No,• Backend developer role,"• Senior requirement
• Located in Morbio Inferiore (Italian-speaking Switzerland/border region)
• Not a product company",Senior title and location constraints do not align well with preferences.,N/A,1 week ago,2026-08-14T19:41:26.711Z
40,REJECT,Java Software Engineer (m/w/d),Rocken®,Consulting,,"90,000 CHF",Estimated,50,"Dietikon / Im Berg, Zurich, Switzerland",Yes,• Java/Spring backend,"• Recruitment/Consulting partner
• Requires Angular (frontend)","Rocken is a recruitment and consulting intermediary, and the role requires full-stack development including Angular.",https://www.linkedin.com/jobs/view/4453576338/,4 hours ago,2026-08-14T19:41:05.718Z
40,REJECT,Platform Engineer,Citadel Securities,Scaleup,On-site,"150,000 CHF",Estimated,40,"Zurich, Switzerland (On-site)",No,• High compensation potential in Zurich,"• Platform/Infrastructure role (pure DevOps/Sysadmin flavor)
• Strictly on-site","This is a platform/infrastructure engineering role, which violates the preference against pure DevOps or Sysadmin positions.",N/A,3 weeks ago,2026-08-14T19:41:26.711Z
40,REJECT,Backend Engineer,Sartiq,Startup,On-site,"95,000 CHF",Estimated,60,Lugano (On-site),No,• Swiss startup,"• On-site in Lugano
• Missing clear stack details",Requires relocation and physical on-site presence in Lugano without a guaranteed remote setup.,N/A,2 weeks ago,2026-08-14T19:39:23.791Z
40,REJECT,Backend Software Engineer(Junior oder Professional),Subsidia,Consulting,On-site,"90,000 CHF",Estimated,50,St Gallen (On-site),No,• Accepts junior/professional experience in Switzerland,"• On-site in St Gallen
• Consultancy firm",Mandatory on-site presence in Switzerland for a consultancy conflicts with preferences.,N/A,2 months ago,2026-08-14T19:39:23.791Z
40,REJECT,Backend Engineer (Java / Spring Boot),Randstad Digital España,Consulting,Hybrid,"38,000€",Estimated,80,Barcelona (Hybrid),No,• Spring Boot stack,"• Consultancy/Outsourcing arm
• Hybrid in Barcelona",Consulting and hybrid constraints break the candidate's core rules.,N/A,2 days ago,2026-08-14T19:39:10.069Z
40,REJECT,Programador/a Backend Java - Spring Boot - AWS,SOLTEL Group,Consulting,Remote,"32,000€",Estimated,70,Spain (Remote),No,"• Java, Spring Boot and AWS match stack
• Remote","• Spanish IT consulting company
• Below desired salary threshold","Although the tech stack matches, SOLTEL is a Spanish consultancy that typically pays below the candidate's expectations.",N/A,1 month ago,2026-08-14T19:39:10.069Z
40,REJECT,Backend Developer Microservicios,knowmad mood,Consulting,Remote,"35,000€",Estimated,80,Madrid (Remote),No,• Remote modality in Spain,"• Spanish consultancy company
• Below target salary",Matches remote preference but fails the Spanish consulting and salary criteria.,N/A,1 month ago,2026-08-14T19:38:43.006Z
40,REJECT,"Analyst developer Java, Spring boot (100% remoto desde España)",UST,Consulting,Remote,"38,000€",Estimated,80,Madrid,No,• Spring Boot stack,"• Spanish consultancy branch
• Low pay risk",Consulting company in Spain paying below target rates.,N/A,2 weeks ago,2026-08-14T19:38:43.006Z
35,REJECT,Java/Spring Boot Backend Developer – Cassandra | 100% remoto,Qaracter - Beyond your Challenge,Consulting,Remote,"38,000€",Estimated,60,Spain,Yes,• Java and Spring Boot backend,"• Consulting firm based in Spain
• Mentions frontend React requirements as a plus","Spanish consulting firm with salary below target, triggering multiple candidate red flags.",https://www.linkedin.com/jobs/view/4449879322/,2 days ago,2026-08-14T19:37:42.100Z
35,REJECT,Java Developer (100% remoto),Capitole,Consulting,Remote,"38,000€",Estimated,60,Spain,Yes,"• Java 17/21, Spring Boot, Kafka stack","• It is a Spanish consulting company
• Salary likely below target for Spanish consultancies","Consultancy based in Spain, which triggers multiple red flags regarding company type, origin, and expected salary.",https://www.linkedin.com/jobs/view/4448095701/,1 week ago,2026-08-14T19:37:16.304Z
35,REJECT,"Java Software Engineer | Microservicios, Grafana o Prometheus | 100% Remoto",knowmad mood,Consulting,Remote,"35,000€",Estimated,60,Madrid (Remote),No,• Microservices stack,"• Spanish consulting firm
• Below target salary","Another listing from the same Spanish consultancy, violating guidelines.",N/A,3 weeks ago,2026-08-14T19:38:09.957Z
35,REJECT,"Java Backend Developer | Spring Boot, Kafka & Microservicios | Remoto",knowmad mood,Consulting,Remote,"35,000€",Estimated,60,Madrid (Remote),No,"• Spring Boot, Kafka stack","• Spanish consulting firm
• Low salary",Consultancy based in Spain with lower salary expectations.,N/A,3 weeks ago,2026-08-14T19:38:09.957Z
35,REJECT,Java Developer SpringBoot/Cassandra (100% remoto),UST,Consulting,Remote,"38,000€",Estimated,60,Madrid,No,• Java and Spring Boot,"• Global IT consultancy firm
• Low salary tier for Spanish market",Consulting company violating the rule against Spanish/low-paying consultancies.,N/A,2 weeks ago,2026-08-14T19:38:09.957Z
35,REJECT,Desarrollador Back-End,METRICA,Consulting,Remote,"32,000€",Estimated,80,Madrid (Remote),No,• Remote from Spain,"• Spanish consultancy
• Low salary expectations","Consultancy based in Spain with lower salary scale, violating multiple core candidate constraints.",N/A,2 months ago,2026-08-14T19:38:43.006Z
35,REJECT,Backend Developer (H/F),fortil,Consulting,On-site,"100,000 CHF",Estimated,50,Lausanne Metropolitan Area (On-site),No,• Swiss location,"• Consultancy
• On-site in Lausanne
• French language requirements likely",On-site consulting role in Lausanne that does not align with remote or modern product company preferences.,N/A,2 weeks ago,2026-08-14T19:39:23.791Z
35,REJECT,Desarrollador/a Backend Java – Spring Boot,act digital EMEA - Alter Solutions,Consulting,Hybrid,"35,000€",Estimated,60,Greater Madrid Metropolitan Area (Hybrid),No,• Java Spring Boot stack,"• Consultancy
• Hybrid modality in Madrid
• Low salary","Consulting company in Madrid with a hybrid format, failing multiple relocation and salary criteria.",N/A,3 weeks ago,2026-08-14T19:39:10.069Z
35,REJECT,Desarrollador/a Java,Ecosistemas,Consulting,Hybrid,"35,000€",Estimated,80,Madrid (Hybrid),No,• Java tech stack,"• Hybrid modality in Madrid
• Consultancy company",Hybrid consultancy model in Madrid goes against remote preferences.,N/A,5 hours ago,2026-08-14T19:39:10.069Z
35,REJECT,Java Developer,Sopra Steria,Consulting,On-site,"85,000 CHF",Estimated,50,Urdorf (On-site),No,• Java developer position,"• Sopra Steria is a major IT consultancy
• On-site requirement in Urdorf",Consultancy and on-site requirements violate core preferences.,N/A,1 week ago,2026-08-14T19:41:26.711Z
35,REJECT,Java Software Engineer,Proxima Group,Consulting,Hybrid,"40,000€",Estimated,75,Milan (Hybrid),No,• Java stack,"• Hybrid in Milan
• Consultancy",Hybrid role in Italy which violates remote or Switzerland relocation preferences.,N/A,1 week ago,2026-08-14T19:38:43.006Z
